@relation GIGO

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute f128 numeric
@attribute f129 numeric
@attribute f130 numeric
@attribute f131 numeric
@attribute f132 numeric
@attribute f133 numeric
@attribute f134 numeric
@attribute f135 numeric
@attribute f136 numeric
@attribute f137 numeric
@attribute f138 numeric
@attribute f139 numeric
@attribute f140 numeric
@attribute f141 numeric
@attribute f142 numeric
@attribute f143 numeric
@attribute f144 numeric
@attribute f145 numeric
@attribute f146 numeric
@attribute f147 numeric
@attribute f148 numeric
@attribute f149 numeric
@attribute f150 numeric
@attribute f151 numeric
@attribute f152 numeric
@attribute f153 numeric
@attribute f154 numeric
@attribute f155 numeric
@attribute f156 numeric
@attribute f157 numeric
@attribute f158 numeric
@attribute f159 numeric
@attribute f160 numeric
@attribute f161 numeric
@attribute f162 numeric
@attribute f163 numeric
@attribute f164 numeric
@attribute f165 numeric
@attribute f166 numeric
@attribute f167 numeric
@attribute f168 numeric
@attribute f169 numeric
@attribute f170 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f175 numeric
@attribute f176 numeric
@attribute f177 numeric
@attribute f178 numeric
@attribute f179 numeric
@attribute f180 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f183 numeric
@attribute f184 numeric
@attribute f185 numeric
@attribute f186 numeric
@attribute f187 numeric
@attribute f188 numeric
@attribute f189 numeric
@attribute f190 numeric
@attribute f191 numeric
@attribute f192 numeric
@attribute f193 numeric
@attribute f194 numeric
@attribute f195 numeric
@attribute f196 numeric
@attribute f197 numeric
@attribute f198 numeric
@attribute f199 numeric
@attribute f200 numeric
@attribute f201 numeric
@attribute f202 numeric
@attribute f203 numeric
@attribute f204 numeric
@attribute f205 numeric
@attribute f206 numeric
@attribute f207 numeric
@attribute f208 numeric
@attribute f209 numeric
@attribute f210 numeric
@attribute f211 numeric
@attribute f212 numeric
@attribute f213 numeric
@attribute f214 numeric
@attribute f215 numeric
@attribute f216 numeric
@attribute f217 numeric
@attribute f218 numeric
@attribute f219 numeric
@attribute f220 numeric
@attribute f221 numeric
@attribute f222 numeric
@attribute f223 numeric
@attribute f224 numeric
@attribute f225 numeric
@attribute f226 numeric
@attribute f227 numeric
@attribute f228 numeric
@attribute f229 numeric
@attribute f230 numeric
@attribute f231 numeric
@attribute f232 numeric
@attribute f233 numeric
@attribute f234 numeric
@attribute f235 numeric
@attribute f236 numeric
@attribute f237 numeric
@attribute f238 numeric
@attribute f239 numeric
@attribute f240 numeric
@attribute f241 numeric
@attribute f242 numeric
@attribute f243 numeric
@attribute f244 numeric
@attribute f245 numeric
@attribute f246 numeric
@attribute f247 numeric
@attribute f248 numeric
@attribute f249 numeric
@attribute f250 numeric
@attribute f251 numeric
@attribute f252 numeric
@attribute tag {bottle,can,glass,pak}

@data
0.49541,0.41395,0.37992,0.37209,0.31911,0.31916,0.37203,0.43805,0.43818,0.37828,0.45584,0.31797,0.31576,0.45423,0.43766,0.43538,0.41868,0.61226,0.37486,0.55241,0.55237,0.37462,0.67703,0.67717,0.60901,0.46299,0.55058,0.55764,0.45987,0.67516,0.67175,0.50467,0.58755,0.38072,0.54399,0.31681,0.32115,0.54701,0.44162,0.44336,0.37969,0.63999,0.3079,0.30031,0.63559,0.45794,0.47173,0.58776,0.60786,0.53694,0.5608,0.5573,0.54035,0.66339,0.67581,0.61407,0.64306,0.55788,0.55777,0.64293,0.67721,0.67828,0.49085,0.34248,0.3814,0.26015,0.32743,0.32747,0.25814,0.43611,0.43302,0.38083,0.42172,0.32729,0.32741,0.42077,0.43412,0.43235,0.33586,0.6142,0.25614,0.55149,0.55384,0.23853,0.68913,0.68136,0.6084,0.41716,0.55283,0.55591,0.44517,0.6578,0.68604,0.50821,0.64999,0.4011,0.57317,0.338,0.33788,0.57775,0.45815,0.46324,0.39301,0.73635,0.33369,0.33384,0.73292,0.45292,0.45061,0.64506,0.61902,0.57703,0.55719,0.55274,0.57041,0.69182,0.6917,0.62808,0.72804,0.56178,0.56674,0.73271,0.69631,0.69732,0.22359,0.36533,0.33877,0.55008,0.46134,0.95018,0.61958,1.4469,0.23478,0.29135,0.34682,0.49132,0.43098,0.73983,0.5155,0.97415,0.25044,0.40709,0.3791,0.71656,0.46707,0.96052,0.53424,1.1019,0.24034,0.42409,0.38101,0.78817,0.49304,1.1478,0.59498,1.3925,0.22647,0.23952,0.32997,0.42255,0.41168,0.71006,0.49658,0.97987,0.2231,0.2385,0.31645,0.35783,0.40496,0.66884,0.5207,1.0438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015038,0,0,0.0037594,0,0,0,0,0.0037594,0,0,0,0,0,0,0,0,0,0,0.0037594,0,0,0,0,0,0,0,0.0037594,0,glass
0.49036,0.40904,0.37426,0.36517,0.31788,0.31812,0.36496,0.4316,0.43139,0.37511,0.45412,0.31866,0.31894,0.45427,0.43204,0.43823,0.4106,0.62141,0.36549,0.54519,0.54432,0.36652,0.69678,0.69549,0.62331,0.45572,0.54851,0.54611,0.45478,0.69188,0.69261,0.50994,0.59262,0.38661,0.54631,0.32001,0.32415,0.54409,0.4572,0.44705,0.38262,0.64288,0.32236,0.32224,0.64263,0.44499,0.44483,0.59608,0.63712,0.54888,0.56868,0.57905,0.55062,0.69851,0.70146,0.65202,0.6412,0.58513,0.58902,0.64598,0.70764,0.70445,0.49182,0.33878,0.37479,0.26052,0.31818,0.31846,0.26029,0.43257,0.4327,0.37386,0.41815,0.31793,0.31775,0.42158,0.43075,0.43367,0.33966,0.61971,0.25983,0.5542,0.55525,0.26096,0.68861,0.68848,0.61757,0.42602,0.5554,0.54919,0.41795,0.68744,0.68722,0.50887,0.67086,0.385,0.56998,0.32332,0.32245,0.57359,0.44974,0.44626,0.3861,0.76459,0.32475,0.32454,0.75853,0.44673,0.44642,0.68568,0.62231,0.59246,0.56012,0.57195,0.5952,0.68756,0.68173,0.64101,0.7694,0.57597,0.58201,0.7653,0.70203,0.70018,0.40302,0.5243,0.56474,0.85206,0.72068,1.5934,0.89859,2.4289,0.41277,0.35776,0.53125,0.51943,0.60414,0.93517,0.6892,1.4474,0.42505,0.37333,0.55441,0.60657,0.62958,1.0247,0.73547,1.5927,0.42897,0.52587,0.61133,1.0024,0.75061,1.6798,0.94028,2.6217,0.4332,0.42045,0.5796,0.74679,0.66145,1.2125,0.75046,1.6724,0.42011,0.39562,0.56049,0.67913,0.66031,1.2164,0.77457,1.7314,0.0044444,0,0,0,0,0,0.0022222,0,0,0,0,0,0,0,0.015556,0,0.017778,0,0,0,0,0.0022222,0,0,0,0,0,0.0088889,0,0,0.0022222,0.028889,0,0,0,0,0,0,0.017778,0,0,0,0,0,0.0022222,0,0,0,0.013333,0,0,0,0,0.0022222,0,0,0.017778,0.0066667,0,0.0022222,0.022222,0,0,0,0,0,0,0,0,0,0,0.0022222,0,0.0044444,0,0,0.0044444,0,0,0,glass
0.51718,0.42445,0.40753,0.38372,0.35198,0.35242,0.38386,0.46229,0.46252,0.39863,0.46747,0.3478,0.34386,0.46193,0.45848,0.45886,0.41968,0.64184,0.38179,0.57794,0.57781,0.38161,0.71235,0.71249,0.63449,0.46089,0.57441,0.57641,0.45743,0.70687,0.69935,0.48213,0.58391,0.38423,0.54222,0.33242,0.33887,0.5394,0.43779,0.43308,0.36695,0.62495,0.33292,0.32279,0.63575,0.41258,0.42583,0.57615,0.58087,0.53566,0.52332,0.51739,0.53497,0.65304,0.65663,0.61077,0.63903,0.54596,0.54523,0.63732,0.68374,0.69593,0.51189,0.35908,0.41077,0.2939,0.35021,0.3506,0.28947,0.46911,0.46353,0.3996,0.4295,0.34541,0.34557,0.42973,0.45577,0.45577,0.34929,0.62192,0.28543,0.55999,0.57636,0.28055,0.67344,0.66647,0.60636,0.43545,0.55568,0.5553,0.42302,0.68316,0.68891,0.48691,0.67255,0.39015,0.58413,0.34098,0.34086,0.58603,0.43833,0.44246,0.38445,0.77374,0.3381,0.3382,0.76854,0.43448,0.43173,0.64177,0.592,0.55711,0.54106,0.53729,0.56894,0.67833,0.67919,0.60203,0.72944,0.54065,0.53961,0.74839,0.67685,0.69253,0.18718,0.4019,0.28266,0.52731,0.39583,0.88329,0.5717,1.5885,0.18202,0.22609,0.26989,0.31917,0.35578,0.60783,0.47549,1.1053,0.1841,0.27371,0.27385,0.38911,0.36073,0.70066,0.47929,1.1889,0.19046,0.52924,0.29028,0.71064,0.40186,1.1257,0.57072,1.8454,0.18035,0.26391,0.26239,0.34947,0.32973,0.55965,0.42323,0.96035,0.17857,0.21814,0.25793,0.27807,0.32165,0.45676,0.41762,0.85738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,glass
0.50511,0.40908,0.39036,0.36238,0.33945,0.34004,0.36199,0.44457,0.44362,0.3939,0.45432,0.34121,0.34203,0.45405,0.44913,0.44797,0.4143,0.63508,0.37009,0.56793,0.56937,0.3635,0.71378,0.71038,0.62146,0.45459,0.56986,0.57023,0.45869,0.69325,0.68438,0.49454,0.59311,0.38961,0.54629,0.34147,0.34031,0.54665,0.43618,0.43379,0.39163,0.64149,0.34176,0.34164,0.64018,0.43518,0.44156,0.58974,0.62613,0.54531,0.56582,0.56221,0.54047,0.68704,0.69392,0.62411,0.64355,0.55422,0.55331,0.64329,0.70703,0.704,0.50539,0.35408,0.38011,0.28641,0.31708,0.31739,0.28642,0.44186,0.44296,0.38263,0.42298,0.31886,0.31796,0.42668,0.44185,0.445,0.35675,0.62586,0.29056,0.56548,0.56425,0.28938,0.68954,0.6894,0.62709,0.41847,0.56943,0.56207,0.42082,0.68438,0.69499,0.49347,0.66777,0.38773,0.58318,0.3282,0.32763,0.59378,0.43686,0.43917,0.37593,0.77644,0.31511,0.31203,0.75736,0.43895,0.43363,0.67103,0.61921,0.5921,0.56217,0.55232,0.57751,0.68983,0.69167,0.61222,0.75465,0.54672,0.55044,0.77707,0.68956,0.68572,0.34738,0.62589,0.53937,0.93407,0.83783,1.462,1.3759,2.2084,0.32461,0.48993,0.53274,0.8365,0.80684,1.4215,1.1959,2.1587,0.30809,0.38796,0.47792,0.57768,0.66733,0.91251,0.93721,1.5285,0.33671,0.45747,0.49559,0.67392,0.71197,1.0657,1.024,1.7628,0.32541,0.49272,0.53354,0.89854,0.80256,1.5248,1.1959,2.4493,0.31686,0.45326,0.50785,0.72558,0.75677,1.1704,1.2091,1.873,0.0010183,0,0,0,0.0010183,0,0,0.010183,0,0,0.003055,0.02444,0.0071283,0.003055,0.003055,0,0.003055,0.0050916,0.0010183,0.0020367,0.015275,0,0,0,0.0040733,0.0010183,0.0010183,0.0071283,0,0,0.00611,0.00611,0,0,0.0071283,0.0040733,0.0010183,0.01222,0,0.00611,0.026477,0.0040733,0,0,0.0081466,0,0.0081466,0,0,0,0,0,0,0,0,0.003055,0,0.0010183,0,0,0.0040733,0,0,0,0,0,0,0,0,0,0,0.0071283,0,0,0,0,0,0,0,0,pak
0.50415,0.42677,0.38901,0.37859,0.3154,0.31574,0.37773,0.4493,0.44905,0.39878,0.46752,0.33049,0.34177,0.46828,0.44547,0.45189,0.41964,0.60891,0.37488,0.55687,0.55588,0.37957,0.65461,0.6551,0.59898,0.46545,0.5534,0.54758,0.45616,0.64803,0.64716,0.49574,0.57315,0.40353,0.53495,0.3455,0.34659,0.53638,0.45032,0.44885,0.39509,0.62787,0.32258,0.3198,0.62017,0.45015,0.44801,0.5787,0.58279,0.53799,0.53996,0.53976,0.53618,0.63081,0.6307,0.58593,0.62531,0.54123,0.54326,0.63075,0.63516,0.63911,0.50312,0.3562,0.40024,0.25674,0.33691,0.33722,0.27397,0.45166,0.46162,0.40756,0.43106,0.34022,0.33945,0.42378,0.45846,0.4639,0.36953,0.60245,0.29313,0.55104,0.54989,0.2676,0.67463,0.67289,0.59734,0.43446,0.5509,0.54949,0.43857,0.65949,0.6619,0.49694,0.63628,0.39734,0.56745,0.33569,0.33528,0.56564,0.45528,0.45267,0.38583,0.70265,0.33364,0.33628,0.69894,0.43669,0.43509,0.61479,0.60186,0.55785,0.54762,0.54782,0.55835,0.66372,0.6657,0.60487,0.67702,0.54685,0.54663,0.68262,0.67219,0.67714,0.78509,1.5102,1.2802,3.0616,1.7644,4.3249,2.2677,4.659,0.64561,1.0427,0.99776,2.095,1.249,2.7922,1.4466,2.7092,0.69996,1.2937,1.1289,2.772,1.4622,3.8838,1.6641,3.9463,0.69326,1.203,1.0943,2.5959,1.4067,3.5797,1.5577,3.5001,0.60718,0.94011,0.94638,1.9783,1.1785,2.6574,1.2728,2.5163,0.74405,1.4322,1.2417,2.9984,1.6925,4.2952,2.0846,4.6727,0,0,0,0,0.0077121,0.003856,0.010283,0.010283,0,0,0,0.03856,0.003856,0.01671,0.0012853,0,0,0.028278,0.0077121,0.0077121,0.046272,0,0,0,0.01928,0,0.0012853,0,0,0,0,0,0,0,0.01928,0.021851,0,0.015424,0,0.0089974,0.047558,0.015424,0,0,0,0,0.011568,0.011568,0,0,0,0,0,0,0,0.0077121,0,0.014139,0,0,0.0012853,0,0,0,0,0,0,0,0,0,0,0.043702,0,0,0,0,0,0,0,0,pak
0.5001,0.435,0.40845,0.38238,0.3288,0.35087,0.40925,0.43711,0.45088,0.43265,0.46765,0.39665,0.40037,0.46487,0.46354,0.46184,0.4427,0.57485,0.41397,0.55154,0.53684,0.38964,0.60759,0.6085,0.58387,0.46998,0.53719,0.53713,0.47401,0.62763,0.62822,0.49974,0.5694,0.43191,0.53515,0.40109,0.40202,0.53416,0.46506,0.46429,0.42442,0.6069,0.39739,0.38776,0.60457,0.4591,0.45638,0.55995,0.58863,0.52924,0.54568,0.55082,0.52766,0.62552,0.62326,0.58227,0.59872,0.54607,0.53648,0.60019,0.61785,0.64842,0.50362,0.39536,0.40023,0.31088,0.33015,0.35384,0.35097,0.44782,0.4536,0.42534,0.44061,0.38506,0.39278,0.44067,0.46374,0.46121,0.40425,0.5981,0.36623,0.55371,0.55041,0.35977,0.65288,0.6393,0.58995,0.45003,0.54532,0.54704,0.4472,0.63852,0.63844,0.4958,0.60652,0.42243,0.56125,0.39132,0.37468,0.54725,0.45804,0.45588,0.4201,0.64853,0.34866,0.34927,0.66844,0.46205,0.46315,0.61457,0.58208,0.56206,0.53265,0.54165,0.55895,0.63884,0.62653,0.57225,0.66504,0.53259,0.52944,0.67136,0.61544,0.64638,0.42466,0.86206,0.6276,1.5854,0.80766,2.3768,0.98947,2.8504,0.37109,0.61844,0.4944,0.97005,0.54882,1.3552,0.61633,1.6866,0.36032,0.55851,0.48914,0.94847,0.56034,1.4497,0.66026,1.9704,0.38676,0.65402,0.53312,1.1531,0.64768,1.8808,0.80951,2.6342,0.38145,0.65628,0.53363,1.1242,0.63577,1.6623,0.75308,2.0475,0.41837,0.82666,0.64347,1.5994,0.83466,2.3605,1.0255,2.8409,0,0,0,0,0,0,0,0,0,0,0.0021186,0,0,0,0,0,0,0,0.0042373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021186,0,0,0.027542,0,0,0,0,0,0,0,0,0.0063559,0,0.0021186,0,0,0,0,0,0,0.0021186,0.0084746,0,0,0,0,0,0,0,0,0,0,0,0,0.0021186,0.052966,0,0,0,0,pak
0.52374,0.43156,0.4018,0.36601,0.32732,0.32557,0.36328,0.46317,0.46228,0.45692,0.47022,0.36281,0.39085,0.47574,0.49961,0.49132,0.44161,0.62123,0.38864,0.5717,0.57876,0.37526,0.67731,0.66003,0.58168,0.47382,0.55047,0.55203,0.47209,0.63244,0.61914,0.47878,0.56151,0.42032,0.53727,0.36647,0.37773,0.53091,0.4513,0.44922,0.38182,0.60113,0.34697,0.3121,0.58837,0.41869,0.42091,0.54871,0.55651,0.51984,0.51601,0.50687,0.52227,0.62043,0.61034,0.59392,0.59043,0.54609,0.5366,0.60735,0.66068,0.65947,0.51893,0.39121,0.3841,0.28364,0.30843,0.30749,0.28483,0.45402,0.45578,0.44097,0.44675,0.33628,0.33739,0.45891,0.49145,0.48431,0.37875,0.60577,0.32174,0.56851,0.57216,0.29837,0.65846,0.63391,0.57109,0.44116,0.54544,0.5432,0.42309,0.60702,0.61673,0.4816,0.61501,0.42774,0.55978,0.34828,0.36119,0.55657,0.45589,0.45854,0.39103,0.69926,0.33747,0.3163,0.67755,0.45186,0.44194,0.60789,0.54005,0.54628,0.5098,0.50319,0.55795,0.60094,0.59795,0.56788,0.66815,0.5255,0.51853,0.70302,0.64125,0.64461,0.21126,0.18169,0.25589,0.19935,0.20863,0.19799,0.17418,0.27504,0.2066,0.15742,0.25016,0.16916,0.20149,0.14796,0.16224,0.20706,0.20821,0.15857,0.24783,0.16593,0.20001,0.15048,0.16742,0.23578,0.21724,0.17393,0.2537,0.18205,0.21277,0.20065,0.21301,0.40959,0.21009,0.16191,0.25734,0.20155,0.23425,0.30013,0.27575,0.67005,0.20774,0.15787,0.25497,0.17939,0.21817,0.20291,0.21631,0.41438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pak
0.49903,0.43114,0.40407,0.38175,0.32507,0.32481,0.38836,0.45423,0.46077,0.41073,0.469,0.32269,0.31302,0.46632,0.46276,0.45898,0.42321,0.59485,0.37592,0.54782,0.54979,0.37711,0.64221,0.64156,0.57891,0.4634,0.53157,0.53511,0.46118,0.63604,0.63542,0.50088,0.57022,0.41904,0.53182,0.33294,0.34007,0.532,0.4606,0.46246,0.39095,0.62859,0.31105,0.30995,0.62638,0.45105,0.45117,0.58522,0.59047,0.5386,0.53716,0.54561,0.54164,0.63883,0.64119,0.59796,0.63659,0.5517,0.55085,0.63609,0.64502,0.64477,0.49821,0.37815,0.39965,0.27096,0.33796,0.33666,0.25574,0.45888,0.44922,0.41129,0.44672,0.34912,0.35871,0.4474,0.45789,0.45396,0.37583,0.61018,0.26067,0.54621,0.55112,0.2617,0.68135,0.68025,0.58185,0.44204,0.53762,0.53905,0.44363,0.66308,0.6536,0.50154,0.6157,0.40522,0.55926,0.33896,0.33825,0.54788,0.45246,0.45636,0.39128,0.68359,0.33357,0.332,0.68462,0.44605,0.44633,0.62442,0.61103,0.55582,0.5456,0.55786,0.56439,0.68073,0.68048,0.61833,0.68896,0.55791,0.56018,0.68986,0.68469,0.68415,0.33646,0.44025,0.45122,0.7546,0.56721,1.1184,0.8656,1.5211,0.32155,0.36789,0.44401,0.70999,0.58309,1.1344,0.91811,1.5996,0.33029,0.40815,0.45077,0.79406,0.53851,1.2147,0.71376,1.6337,0.35255,0.44469,0.46101,0.78379,0.52628,1.1242,0.66025,1.5001,0.33961,0.45493,0.46864,0.85949,0.54531,1.2494,0.66815,1.591,0.33836,0.48749,0.47119,0.95378,0.55496,1.3966,0.69606,1.7061,0,0,0,0,0.0084926,0,0.0042463,0,0,0,0,0.019108,0.0042463,0.0042463,0.0042463,0,0,0.010616,0,0.0021231,0.027601,0,0,0,0.0021231,0.0021231,0,0.0021231,0,0,0,0.0063694,0,0,0.0042463,0.0042463,0,0.012739,0,0.0063694,0.038217,0.0042463,0,0,0,0,0.0042463,0.0021231,0.0021231,0,0,0,0,0,0,0.0021231,0,0.0084926,0,0,0.0063694,0,0,0,0,0,0,0,0,0,0,0.023355,0,0,0,0,0,0,0,0,pak
0.48625,0.40802,0.37882,0.35632,0.32248,0.32116,0.35753,0.43364,0.43644,0.38641,0.45403,0.32723,0.32809,0.45469,0.43908,0.43908,0.41819,0.60836,0.36485,0.54285,0.54224,0.35785,0.69634,0.67744,0.60972,0.46081,0.5452,0.54557,0.46241,0.68227,0.67969,0.51309,0.58282,0.39709,0.54167,0.33486,0.33225,0.54004,0.45476,0.45877,0.3903,0.62746,0.32695,0.32841,0.62731,0.45298,0.45195,0.58518,0.632,0.54383,0.57286,0.57245,0.54349,0.69143,0.69113,0.63874,0.62867,0.57527,0.57531,0.62992,0.7011,0.70272,0.48514,0.35212,0.36531,0.26875,0.3029,0.30061,0.2714,0.42515,0.4258,0.37438,0.42751,0.30773,0.31059,0.42812,0.43175,0.43087,0.34932,0.60599,0.27144,0.54672,0.54559,0.26781,0.6665,0.66857,0.59923,0.42644,0.53873,0.54196,0.42583,0.6658,0.662,0.51624,0.65831,0.40141,0.57456,0.32623,0.32772,0.57518,0.46088,0.45938,0.40152,0.75649,0.32544,0.30686,0.74671,0.46348,0.46182,0.67108,0.61957,0.58393,0.56887,0.56973,0.58398,0.67545,0.67441,0.62315,0.75303,0.5699,0.57071,0.76208,0.67776,0.67846,0.3046,0.59156,0.4769,0.96407,0.71028,1.5314,0.98274,2.0905,0.27511,0.44772,0.4308,0.73308,0.60831,1.1367,0.79701,1.5453,0.28222,0.4567,0.44777,0.75443,0.63695,1.1709,0.82267,1.5874,0.33183,0.67639,0.53846,1.2035,0.81286,1.9134,1.069,2.4608,0.31456,0.59523,0.54469,1.1277,0.82511,1.8169,1.0916,2.4271,0.30796,0.5947,0.53134,1.1426,0.80971,1.8682,1.111,2.6229,0.0012136,0,0.0024272,0.012136,0.0024272,0,0.0024272,0,0,0,0.0024272,0.025485,0.0012136,0.01335,0,0.0024272,0.0036408,0.020631,0.0024272,0.0024272,0.026699,0,0,0.0024272,0.0084951,0.0012136,0,0.0084951,0.0024272,0.0012136,0.0084951,0.0012136,0,0,0.0084951,0.012136,0.01699,0.012136,0.0036408,0.0012136,0.038835,0.0048544,0,0,0.0072816,0,0.0012136,0.0024272,0.0012136,0,0,0,0,0,0,0.0072816,0.0048544,0.0036408,0.0024272,0,0.0084951,0,0,0,0,0,0,0,0,0,0,0.025485,0,0,0,0,0.0012136,0,0,0,pak
0.50882,0.41663,0.41158,0.36627,0.36347,0.35541,0.3649,0.45936,0.45812,0.41261,0.4602,0.35136,0.34518,0.45849,0.46221,0.45894,0.40893,0.62692,0.35685,0.56764,0.56914,0.35626,0.68043,0.68033,0.60457,0.45721,0.55134,0.55281,0.45329,0.66937,0.66893,0.49138,0.58211,0.39275,0.53883,0.32208,0.33296,0.54115,0.44355,0.4437,0.3923,0.62954,0.33115,0.33103,0.62138,0.44424,0.44424,0.58484,0.59092,0.54135,0.53674,0.53673,0.5417,0.65961,0.6607,0.60156,0.62758,0.53558,0.54427,0.63401,0.66579,0.6624,0.50557,0.37633,0.39095,0.30894,0.331,0.31688,0.29036,0.45507,0.44895,0.39375,0.43726,0.32454,0.32349,0.43971,0.45167,0.44946,0.36413,0.61645,0.27648,0.55612,0.56159,0.27885,0.67665,0.67556,0.6092,0.43365,0.55729,0.55824,0.4346,0.66303,0.66099,0.49371,0.64711,0.38762,0.57284,0.31432,0.31418,0.5663,0.44158,0.44349,0.36337,0.73095,0.30108,0.30127,0.73009,0.42588,0.42764,0.63597,0.60274,0.56167,0.54719,0.54675,0.5595,0.66033,0.66887,0.61941,0.72258,0.55632,0.55566,0.71845,0.6832,0.68035,0.22341,0.55769,0.35554,0.91298,0.52672,1.4065,0.7514,1.9454,0.20196,0.35977,0.29974,0.55234,0.4041,0.79761,0.54563,1.1032,0.20892,0.40048,0.31472,0.66235,0.43591,0.9711,0.61048,1.3475,0.22506,0.51414,0.33926,0.84045,0.47952,1.2235,0.67455,1.7354,0.21253,0.41062,0.32203,0.68289,0.43655,1.0162,0.58368,1.4787,0.21634,0.43344,0.3482,0.80361,0.50592,1.311,0.70666,1.7943,0,0,0,0,0,0,0,0,0,0,0.0025445,0,0.0025445,0,0,0,0,0,0,0,0,0,0,0,0,0.0050891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0050891,0,0.015267,0,0,0,0,0,0,0,0.0050891,0,0,0,0,0,0,0,0,0,0,0.0050891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0076336,0,0,0,0,pak
