@relation GIGO

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 numeric
@attribute f68 numeric
@attribute f69 numeric
@attribute f70 numeric
@attribute f71 numeric
@attribute f72 numeric
@attribute f73 numeric
@attribute f74 numeric
@attribute f75 numeric
@attribute f76 numeric
@attribute f77 numeric
@attribute f78 numeric
@attribute f79 numeric
@attribute f80 numeric
@attribute f81 numeric
@attribute f82 numeric
@attribute f83 numeric
@attribute f84 numeric
@attribute f85 numeric
@attribute f86 numeric
@attribute f87 numeric
@attribute f88 numeric
@attribute f89 numeric
@attribute f90 numeric
@attribute f91 numeric
@attribute f92 numeric
@attribute f93 numeric
@attribute f94 numeric
@attribute f95 numeric
@attribute f96 numeric
@attribute f97 numeric
@attribute f98 numeric
@attribute f99 numeric
@attribute f100 numeric
@attribute f101 numeric
@attribute f102 numeric
@attribute f103 numeric
@attribute f104 numeric
@attribute f105 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f108 numeric
@attribute f109 numeric
@attribute f110 numeric
@attribute f111 numeric
@attribute f112 numeric
@attribute f113 numeric
@attribute f114 numeric
@attribute f115 numeric
@attribute f116 numeric
@attribute f117 numeric
@attribute f118 numeric
@attribute f119 numeric
@attribute f120 numeric
@attribute f121 numeric
@attribute f122 numeric
@attribute f123 numeric
@attribute f124 numeric
@attribute f125 numeric
@attribute f126 numeric
@attribute f127 numeric
@attribute f128 numeric
@attribute f129 numeric
@attribute f130 numeric
@attribute f131 numeric
@attribute f132 numeric
@attribute f133 numeric
@attribute f134 numeric
@attribute f135 numeric
@attribute f136 numeric
@attribute f137 numeric
@attribute f138 numeric
@attribute f139 numeric
@attribute f140 numeric
@attribute f141 numeric
@attribute f142 numeric
@attribute f143 numeric
@attribute f144 numeric
@attribute f145 numeric
@attribute f146 numeric
@attribute f147 numeric
@attribute f148 numeric
@attribute f149 numeric
@attribute f150 numeric
@attribute f151 numeric
@attribute f152 numeric
@attribute f153 numeric
@attribute f154 numeric
@attribute f155 numeric
@attribute f156 numeric
@attribute f157 numeric
@attribute f158 numeric
@attribute f159 numeric
@attribute f160 numeric
@attribute f161 numeric
@attribute f162 numeric
@attribute f163 numeric
@attribute f164 numeric
@attribute f165 numeric
@attribute f166 numeric
@attribute f167 numeric
@attribute f168 numeric
@attribute f169 numeric
@attribute f170 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f175 numeric
@attribute f176 numeric
@attribute f177 numeric
@attribute f178 numeric
@attribute f179 numeric
@attribute f180 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f183 numeric
@attribute f184 numeric
@attribute f185 numeric
@attribute f186 numeric
@attribute f187 numeric
@attribute f188 numeric
@attribute f189 numeric
@attribute f190 numeric
@attribute f191 numeric
@attribute f192 numeric
@attribute f193 numeric
@attribute f194 numeric
@attribute f195 numeric
@attribute f196 numeric
@attribute f197 numeric
@attribute f198 numeric
@attribute f199 numeric
@attribute f200 numeric
@attribute f201 numeric
@attribute f202 numeric
@attribute f203 numeric
@attribute f204 numeric
@attribute f205 numeric
@attribute f206 numeric
@attribute f207 numeric
@attribute f208 numeric
@attribute f209 numeric
@attribute f210 numeric
@attribute f211 numeric
@attribute f212 numeric
@attribute f213 numeric
@attribute f214 numeric
@attribute f215 numeric
@attribute f216 numeric
@attribute f217 numeric
@attribute f218 numeric
@attribute f219 numeric
@attribute f220 numeric
@attribute f221 numeric
@attribute f222 numeric
@attribute f223 numeric
@attribute f224 numeric
@attribute f225 numeric
@attribute f226 numeric
@attribute f227 numeric
@attribute f228 numeric
@attribute f229 numeric
@attribute f230 numeric
@attribute f231 numeric
@attribute f232 numeric
@attribute f233 numeric
@attribute f234 numeric
@attribute f235 numeric
@attribute f236 numeric
@attribute f237 numeric
@attribute f238 numeric
@attribute f239 numeric
@attribute f240 numeric
@attribute f241 numeric
@attribute f242 numeric
@attribute f243 numeric
@attribute f244 numeric
@attribute f245 numeric
@attribute f246 numeric
@attribute f247 numeric
@attribute f248 numeric
@attribute f249 numeric
@attribute f250 numeric
@attribute f251 numeric
@attribute f252 numeric
@attribute tag {bottle,can,glass,pak}

@data
0.51054,0.43814,0.38535,0.40345,0.33236,0.31557,0.39979,0.44229,0.44668,0.37905,0.46581,0.31292,0.31494,0.46967,0.4454,0.44583,0.39864,0.61898,0.34742,0.56983,0.56492,0.35295,0.6766,0.67976,0.63138,0.45063,0.56542,0.56674,0.44818,0.69239,0.6933,0.4895,0.57801,0.36785,0.541,0.30706,0.30977,0.53567,0.42876,0.42601,0.35061,0.62278,0.30149,0.30045,0.62082,0.40711,0.41008,0.58416,0.6181,0.54067,0.54613,0.55227,0.54258,0.68614,0.68652,0.62675,0.62728,0.56013,0.56153,0.6275,0.69063,0.69095,0.51876,0.33603,0.4275,0.25486,0.38524,0.37563,0.25037,0.46814,0.46824,0.42672,0.41293,0.37062,0.37544,0.41838,0.47378,0.47423,0.31657,0.61988,0.242,0.5694,0.57116,0.24167,0.67235,0.67135,0.60693,0.40564,0.56074,0.55843,0.39647,0.66127,0.66626,0.48193,0.66055,0.35229,0.58889,0.2941,0.28966,0.5718,0.41779,0.41951,0.36359,0.73871,0.30157,0.30574,0.74994,0.42105,0.42211,0.66947,0.60174,0.57802,0.53972,0.543,0.5871,0.66362,0.66522,0.60669,0.7545,0.54629,0.54484,0.75448,0.66749,0.66746,0.55775,0.6733,0.78995,1.0073,0.94963,1.552,1.1375,2.2044,0.56826,0.50631,0.76768,0.70946,0.88453,1.1231,1.0465,1.8553,0.57172,0.4772,0.75568,0.61182,0.86698,0.89471,1.0982,1.6533,0.55785,0.55111,0.75692,0.69739,0.92162,1.0075,1.2786,1.8814,0.56848,0.46802,0.74246,0.57137,0.82803,0.76244,1.0555,1.4428,0.56329,0.49345,0.74972,0.64953,0.83099,0.92626,0.97037,1.5405,0.0477,0.015332,0,0,0,0,0,0,0,0.0017036,0.0034072,0,0,0,0.0068143,0,0.013629,0,0,0,0,0.010221,0,0,0,0,0,0,0,0,0,0.025554,0,0.037479,0,0,0,0,0.0034072,0,0,0,0,0.0034072,0,0,0,0,0.0034072,0,0,0,0,0,0,0,0.0051107,0,0,0.0051107,0.028961,0,0,0,0.037479,0,0,0,0,0.022147,0,0,0.0068143,0,0,0,0.032368,0,0.0051107,0,bottle
0.51086,0.45916,0.4159,0.41972,0.34567,0.36404,0.43039,0.47585,0.463,0.42688,0.48291,0.36076,0.35787,0.4805,0.46844,0.47054,0.41744,0.60069,0.37217,0.54969,0.55391,0.36858,0.67488,0.6655,0.60218,0.463,0.54444,0.53316,0.45678,0.67878,0.68874,0.48878,0.5579,0.40904,0.52623,0.33926,0.33975,0.52487,0.4491,0.44962,0.37053,0.61434,0.32065,0.32022,0.59329,0.44081,0.41881,0.56789,0.57603,0.52693,0.51909,0.51779,0.53318,0.67725,0.68373,0.6467,0.62243,0.57236,0.57392,0.62279,0.7113,0.71153,0.51799,0.38661,0.44778,0.31078,0.38502,0.40225,0.29315,0.48782,0.48672,0.46395,0.44338,0.42616,0.42622,0.44437,0.49198,0.49162,0.36142,0.61747,0.27449,0.56427,0.56603,0.27523,0.67516,0.67376,0.56711,0.43604,0.53838,0.53814,0.43885,0.60198,0.60654,0.47996,0.62809,0.38509,0.56413,0.32523,0.33087,0.54308,0.44432,0.43024,0.37791,0.72203,0.32026,0.31261,0.73709,0.4218,0.43348,0.64696,0.55738,0.53946,0.51298,0.51877,0.56322,0.61597,0.64773,0.6062,0.75787,0.54062,0.54373,0.7606,0.67169,0.67162,0.11961,0.18518,0.19305,0.33897,0.29563,0.73058,0.47043,1.4595,0.12291,0.22384,0.21608,0.51525,0.35233,1.075,0.54011,1.8693,0.11915,0.18269,0.19659,0.37239,0.31003,0.81025,0.50214,1.5829,0.11808,0.1785,0.17893,0.26317,0.25581,0.50939,0.42808,1.1268,0.1123,0.14426,0.16716,0.20395,0.2229,0.3666,0.31753,0.68403,0.11165,0.1444,0.16788,0.20908,0.22448,0.38601,0.31798,0.75257,0.010989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003663,0,0,0,0,0,0,0,0,0,0,0,0.018315,0,0,0,0,0,0.003663,0,0,0,0,0,0,0.007326,0,0,0,0,0.003663,0,bottle
0.50276,0.43322,0.36533,0.38554,0.33469,0.31525,0.37582,0.41381,0.41805,0.36236,0.46939,0.31945,0.31476,0.47673,0.41142,0.43237,0.42407,0.63823,0.35668,0.57808,0.58025,0.3729,0.68781,0.70425,0.60414,0.47849,0.56096,0.55583,0.47064,0.68019,0.65256,0.49727,0.56211,0.36806,0.52662,0.32246,0.32767,0.52319,0.43135,0.41726,0.35453,0.6301,0.30588,0.31262,0.63063,0.42163,0.42017,0.57102,0.59394,0.52207,0.54652,0.54455,0.52879,0.64579,0.67309,0.64404,0.63508,0.57635,0.57739,0.63407,0.70494,0.70451,0.50141,0.31702,0.41422,0.2627,0.36561,0.33715,0.2562,0.46252,0.45953,0.40889,0.38367,0.33123,0.33751,0.39541,0.46602,0.47325,0.31955,0.59106,0.26391,0.53539,0.53907,0.25204,0.67193,0.68329,0.57332,0.39826,0.53419,0.52734,0.41086,0.6671,0.66995,0.49858,0.65937,0.41344,0.58976,0.31516,0.31256,0.58586,0.47365,0.47193,0.3795,0.74555,0.31221,0.3303,0.74192,0.4574,0.43863,0.65448,0.57026,0.57588,0.5263,0.52532,0.5823,0.66675,0.66915,0.6229,0.7414,0.54699,0.56187,0.75559,0.69325,0.69254,0.24563,0.89199,0.4321,1.6346,0.57943,1.9531,0.73075,2.1605,0.21603,0.64647,0.37429,1.2033,0.49691,1.5018,0.61635,1.7185,0.18465,0.41788,0.31375,0.82131,0.45042,1.2723,0.61502,1.5835,0.18418,0.42037,0.31141,0.80458,0.49441,1.4973,0.75289,2.0059,0.17181,0.3225,0.28213,0.59818,0.41667,1.0286,0.5931,1.3708,0.19716,0.52104,0.33548,0.98494,0.45454,1.3043,0.57907,1.491,0,0.0035971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071942,0,0,0,0,0,0,0,0,0,0,0,0.0071942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035971,0,0,0,0.0035971,0,0,0,0.0035971,0,0.0071942,0.0035971,0.0071942,0,0,0,bottle
0.49663,0.42637,0.38384,0.37351,0.3104,0.30385,0.36277,0.4676,0.45116,0.36264,0.4696,0.29337,0.31847,0.47813,0.4339,0.43319,0.40922,0.58656,0.36158,0.53563,0.54219,0.3695,0.65815,0.65231,0.62869,0.45901,0.5778,0.56936,0.45417,0.68228,0.6918,0.50268,0.55797,0.39473,0.52842,0.33126,0.33133,0.52583,0.45559,0.45461,0.37396,0.60393,0.32406,0.30009,0.62041,0.44738,0.44562,0.58136,0.61105,0.52602,0.5597,0.55736,0.53946,0.67693,0.68268,0.63798,0.6368,0.57528,0.57453,0.63607,0.69746,0.6973,0.49905,0.33235,0.40967,0.23788,0.34377,0.3274,0.25129,0.45393,0.47334,0.38751,0.44729,0.32643,0.30577,0.42391,0.46328,0.46705,0.34758,0.57947,0.27203,0.53822,0.53835,0.25667,0.66291,0.62595,0.57312,0.4356,0.53218,0.53351,0.43279,0.65502,0.65288,0.50072,0.64504,0.36333,0.56308,0.30763,0.31533,0.58126,0.43898,0.43088,0.39985,0.72832,0.34406,0.33635,0.73302,0.44974,0.45023,0.6631,0.59127,0.5828,0.53173,0.52949,0.58667,0.67418,0.6735,0.62876,0.75255,0.56479,0.56601,0.75301,0.69149,0.69169,0.21988,0.4946,0.3714,0.894,0.54186,1.4219,0.77804,1.9848,0.19507,0.31057,0.30639,0.52167,0.42404,0.85124,0.62706,1.3371,0.1968,0.30704,0.30525,0.51966,0.42372,0.78653,0.66879,1.1837,0.22161,0.51149,0.36536,0.96616,0.55725,1.4558,0.88547,1.8515,0.24532,0.62837,0.41066,1.133,0.57441,1.5032,0.80241,1.6153,0.24899,0.67678,0.41949,1.2037,0.56569,1.5494,0.73857,1.6725,0.011204,0.0028011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084034,0,0,0,0,0,0,0,0,0,0,0,0.016807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056022,0,0,0,0.014006,0,0,0,0,0,0,0,0.0056022,0,0,0,0.014006,0,0,0,bottle
0.49646,0.4156,0.37389,0.371,0.32126,0.32081,0.37657,0.41807,0.43495,0.383,0.45724,0.32511,0.3235,0.45854,0.43848,0.44255,0.41698,0.63938,0.38166,0.55126,0.53947,0.36284,0.70468,0.7173,0.58743,0.46262,0.54397,0.54632,0.46408,0.67424,0.65432,0.50323,0.57837,0.41159,0.53769,0.3383,0.34303,0.53717,0.47035,0.47252,0.36958,0.64552,0.31559,0.31322,0.62894,0.42588,0.42189,0.58122,0.58423,0.53899,0.53418,0.53389,0.54066,0.66269,0.66232,0.64261,0.64044,0.57599,0.5787,0.64376,0.70464,0.70423,0.49545,0.34018,0.37984,0.26592,0.3244,0.324,0.26372,0.43766,0.43585,0.3903,0.4111,0.32945,0.34901,0.4199,0.44249,0.44609,0.35421,0.62211,0.27067,0.55327,0.55407,0.26933,0.70305,0.6953,0.5849,0.44509,0.54259,0.5398,0.42163,0.65927,0.64333,0.50416,0.65272,0.41784,0.55331,0.36112,0.35789,0.5739,0.46568,0.46619,0.35957,0.77322,0.30692,0.31365,0.75521,0.44166,0.42782,0.64014,0.58816,0.54906,0.5466,0.54284,0.56753,0.64644,0.66183,0.63693,0.74005,0.56614,0.57233,0.74861,0.70517,0.70531,0.16741,0.24752,0.26764,0.3792,0.36782,0.65207,0.53613,1.2498,0.16929,0.22528,0.27873,0.42196,0.40128,0.79368,0.57892,1.362,0.18595,0.32769,0.32974,0.69488,0.52261,1.2131,0.75372,1.781,0.18945,0.34559,0.33195,0.69402,0.52086,1.1852,0.75223,1.7691,0.17305,0.22497,0.27778,0.39761,0.39505,0.77125,0.57134,1.4334,0.16605,0.20125,0.26224,0.3223,0.35658,0.58331,0.51782,1.1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037175,0,0.011152,0.0074349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037175,0,0,0.011152,0,0,0,0.0037175,0,0,bottle
0.49063,0.40825,0.36311,0.36272,0.30958,0.30933,0.36872,0.41239,0.425,0.36233,0.45367,0.30866,0.30738,0.45288,0.41748,0.41885,0.40998,0.63409,0.37039,0.56586,0.55828,0.364,0.68989,0.69472,0.62022,0.45511,0.5514,0.55609,0.45468,0.69301,0.68719,0.50989,0.59445,0.37881,0.54728,0.3181,0.3233,0.54571,0.43814,0.44273,0.37687,0.64468,0.32087,0.30646,0.64517,0.45353,0.45322,0.59992,0.63511,0.55192,0.57879,0.57346,0.55044,0.69432,0.6944,0.63286,0.64777,0.57219,0.57234,0.64745,0.69375,0.6933,0.48884,0.32272,0.3701,0.2487,0.31339,0.31314,0.24699,0.42921,0.42804,0.37442,0.40109,0.31729,0.33326,0.40075,0.43008,0.42818,0.33001,0.62238,0.25581,0.54947,0.55803,0.24917,0.69813,0.6849,0.61392,0.40879,0.54857,0.5508,0.4258,0.68553,0.6877,0.511,0.67629,0.39515,0.58814,0.33568,0.33377,0.58596,0.45124,0.45487,0.37624,0.75509,0.31518,0.31924,0.76111,0.44638,0.44018,0.67251,0.64049,0.59129,0.58209,0.57617,0.58754,0.70032,0.70041,0.6376,0.75541,0.57496,0.57532,0.7556,0.69918,0.6986,0.65528,0.77795,0.85037,0.98071,0.96625,1.322,1.185,1.9856,0.66955,0.55296,0.8671,0.68808,0.97859,0.90808,1.1588,1.3867,0.7004,0.55467,0.99696,0.83072,1.2972,1.2975,1.5983,1.8909,0.69515,0.61085,0.976,0.849,1.2594,1.2541,1.5661,1.8588,0.672,0.51973,0.86949,0.65848,0.97362,0.88825,1.1568,1.4047,0.66189,0.56599,0.85891,0.76407,0.96659,1.1452,1.1721,1.8083,0.14808,0.017422,0,0,0,0,0,0,0.0017422,0,0.0017422,0,0,0,0.010453,0.0052265,0.013937,0,0,0,0,0.0017422,0,0,0,0,0,0,0.0052265,0,0,0.04007,0,0.14634,0,0,0,0,0.0069686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017422,0,0,0,0.076655,0,0,0.0087108,0.12718,0,0,0,0,0.08885,0,0,0.04007,0,0,0,0.13066,0,0,0,bottle
0.49727,0.41098,0.35911,0.36494,0.29125,0.30248,0.37027,0.44694,0.42687,0.36394,0.45385,0.30692,0.30453,0.45585,0.42778,0.43101,0.41358,0.64697,0.37552,0.59871,0.57574,0.36383,0.6955,0.69725,0.62553,0.46088,0.55907,0.56571,0.45595,0.69497,0.6922,0.50267,0.58877,0.36254,0.54476,0.30652,0.30518,0.5407,0.43183,0.42649,0.37094,0.63623,0.31793,0.32042,0.63682,0.43255,0.44074,0.5922,0.62508,0.54215,0.56533,0.56574,0.54617,0.68865,0.6898,0.63067,0.64028,0.56869,0.56848,0.64006,0.6927,0.6924,0.49354,0.31658,0.37423,0.22918,0.3098,0.32316,0.24032,0.43269,0.43043,0.38274,0.417,0.33263,0.32484,0.40614,0.43858,0.43902,0.32045,0.61466,0.24258,0.55431,0.55526,0.25439,0.67665,0.68153,0.61483,0.40675,0.55107,0.54643,0.40672,0.67553,0.68577,0.50607,0.68264,0.40608,0.60163,0.35639,0.33813,0.59262,0.45848,0.46152,0.37214,0.75434,0.31092,0.31354,0.76458,0.43615,0.43727,0.66909,0.62288,0.58681,0.55906,0.56023,0.58704,0.68713,0.68679,0.63031,0.75379,0.56852,0.56911,0.75405,0.69062,0.69042,0.52688,0.68974,0.6989,0.86165,0.74378,1.0577,0.80902,1.4609,0.55224,0.5218,0.7342,0.76333,0.79842,1.1033,0.87688,1.6136,0.55786,0.51702,0.74189,0.81025,0.80978,1.172,0.94481,1.659,0.52679,0.48556,0.6973,0.62201,0.73633,0.7734,0.85613,1.1493,0.53742,0.41208,0.68507,0.49445,0.6808,0.52611,0.6919,0.78411,0.53522,0.45724,0.68571,0.55321,0.68579,0.60529,0.70194,0.86736,0.078067,0.0037175,0,0,0,0,0,0,0,0.0018587,0.0018587,0,0,0,0.0055762,0.0055762,0.01487,0,0,0,0,0.0037175,0,0,0,0,0,0,0.0018587,0,0,0.01487,0,0.081784,0,0,0,0,0.013011,0,0,0,0.0018587,0,0,0,0,0,0.0018587,0,0,0.0018587,0,0,0,0,0,0,0,0,0.026022,0,0,0.0018587,0.05948,0,0,0,0,0.037175,0,0,0.013011,0,0,0,0.053903,0.0018587,0,0,bottle
0.49396,0.41138,0.38228,0.36994,0.32213,0.32167,0.3693,0.43974,0.43934,0.37743,0.45548,0.31869,0.31827,0.45373,0.43671,0.4348,0.41066,0.61203,0.36939,0.54985,0.54731,0.37053,0.68563,0.68371,0.62387,0.45338,0.54983,0.55654,0.45527,0.68616,0.68937,0.50661,0.59849,0.38043,0.54958,0.31171,0.31601,0.54904,0.43955,0.43881,0.36951,0.65445,0.31111,0.30859,0.64725,0.42377,0.43365,0.60023,0.63731,0.55119,0.57766,0.57178,0.54909,0.69603,0.69532,0.63499,0.65375,0.57424,0.57293,0.65296,0.69615,0.69661,0.49334,0.34453,0.38098,0.2634,0.32639,0.326,0.26176,0.43717,0.43675,0.37642,0.42441,0.32356,0.32331,0.42227,0.43368,0.4316,0.32986,0.63468,0.24588,0.5619,0.56516,0.24845,0.7085,0.70648,0.61971,0.41114,0.55751,0.55556,0.40227,0.68723,0.69208,0.50679,0.66247,0.37731,0.57491,0.3255,0.32251,0.57409,0.43488,0.44486,0.39151,0.75306,0.33673,0.32964,0.74891,0.44687,0.4506,0.67806,0.64099,0.59339,0.57831,0.57322,0.59269,0.70934,0.70778,0.63452,0.75851,0.56921,0.56933,0.76058,0.70421,0.70488,0.59785,0.75353,0.80895,1.0931,0.88275,1.5181,0.9024,1.8544,0.59736,0.51804,0.78281,0.72517,0.81153,1.0287,0.82073,1.4114,0.59408,0.47887,0.773,0.62798,0.79392,0.8293,0.84884,1.209,0.59784,0.62431,0.80075,0.93504,0.85066,1.2615,0.8827,1.5093,0.61004,0.61159,0.81514,1.0452,0.84085,1.3921,0.81157,1.4522,0.60288,0.54697,0.80059,0.79716,0.83148,1.0332,0.82871,1.203,0.018391,0.0022989,0,0,0,0,0,0,0,0,0,0,0,0,0.0022989,0,0.0091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022989,0,0.016092,0,0,0,0,0.0091954,0,0,0,0,0,0,0.0022989,0,0,0.0022989,0,0,0,0,0,0,0,0.0022989,0,0,0,0.0068966,0,0,0,0.0091954,0,0,0,0,0,0,0,0.0045977,0,0,0,0.016092,0,0,0,bottle
0.49003,0.40665,0.37649,0.36549,0.31788,0.31759,0.36482,0.43424,0.43374,0.37506,0.44825,0.31619,0.31429,0.45185,0.43213,0.43181,0.40753,0.60927,0.36305,0.54602,0.54478,0.36657,0.67969,0.68358,0.61838,0.4518,0.55525,0.55079,0.45381,0.69042,0.68194,0.51045,0.59623,0.38196,0.55033,0.32582,0.3234,0.54185,0.44346,0.44793,0.38141,0.64425,0.30727,0.30888,0.6511,0.45376,0.44875,0.60095,0.63256,0.55027,0.57102,0.57357,0.55071,0.69314,0.69485,0.63264,0.65099,0.57261,0.57164,0.65061,0.69517,0.69544,0.48812,0.34054,0.37026,0.25966,0.31814,0.31795,0.25751,0.42413,0.42341,0.37016,0.42133,0.31756,0.31715,0.41847,0.427,0.42655,0.33493,0.6219,0.26168,0.55617,0.56125,0.24199,0.68977,0.68585,0.62166,0.41364,0.54509,0.54942,0.42527,0.70332,0.69621,0.51188,0.65942,0.37745,0.57451,0.31802,0.31726,0.57697,0.44601,0.43817,0.38878,0.7517,0.32719,0.3299,0.74774,0.45281,0.44906,0.66988,0.64005,0.58692,0.57372,0.57546,0.58564,0.70456,0.70353,0.64032,0.75546,0.57558,0.57749,0.75667,0.70371,0.70388,0.58167,0.6277,0.77773,0.79879,0.85642,1.0519,1.0387,1.5979,0.59235,0.48361,0.7886,0.65156,0.89452,0.95977,1.2175,1.6793,0.58357,0.44797,0.7637,0.53889,0.82318,0.63204,1.0969,1.198,0.56731,0.53868,0.74441,0.63736,0.74247,0.68508,0.78622,0.89901,0.57256,0.43425,0.74096,0.50622,0.70789,0.47244,0.67123,0.57858,0.57897,0.45737,0.74867,0.53746,0.7359,0.54292,0.77233,0.77631,0.092157,0.0098039,0,0,0,0,0,0,0.0019608,0,0.015686,0,0,0,0.082353,0.0098039,0.011765,0,0,0,0,0,0,0.0039216,0,0,0,0.0019608,0.0098039,0,0,0.10392,0,0.047059,0,0,0,0,0.0058824,0,0,0,0,0,0,0,0,0,0.027451,0,0,0,0,0,0,0,0.0039216,0.0098039,0.0019608,0,0.10588,0,0,0.0078431,0.031373,0,0,0,0,0.013725,0,0,0.0098039,0,0,0,0.041176,0,0,0,bottle
0.47824,0.40428,0.35212,0.35532,0.30263,0.30437,0.35557,0.41729,0.41457,0.35783,0.45097,0.30791,0.30777,0.45837,0.42009,0.42347,0.41575,0.60367,0.3627,0.53921,0.5374,0.36511,0.67426,0.67597,0.61328,0.46407,0.54518,0.54442,0.46135,0.68438,0.68311,0.52051,0.58143,0.38742,0.53811,0.32552,0.31186,0.5338,0.45864,0.45907,0.38363,0.62712,0.31315,0.31368,0.63098,0.46047,0.46264,0.58907,0.63925,0.53945,0.5791,0.58096,0.54356,0.69639,0.69931,0.64323,0.63579,0.584,0.58445,0.63594,0.7011,0.70085,0.47832,0.31662,0.35826,0.2429,0.29931,0.30043,0.24511,0.41866,0.41528,0.35879,0.41263,0.30184,0.30053,0.41232,0.41954,0.41859,0.33387,0.59937,0.25504,0.53864,0.53368,0.24892,0.664,0.66525,0.58802,0.42457,0.523,0.52398,0.43012,0.66278,0.66589,0.52085,0.65962,0.40509,0.57716,0.32742,0.32485,0.57893,0.47432,0.47536,0.40677,0.74614,0.33206,0.33345,0.74759,0.47229,0.46733,0.67884,0.63413,0.58989,0.57711,0.57962,0.59296,0.6882,0.68866,0.63253,0.76181,0.57452,0.57747,0.76164,0.68813,0.68797,0.59137,0.75925,0.85598,1.1935,1.0374,1.6757,1.2336,2.3387,0.58831,0.53205,0.80352,0.80743,0.89399,1.0982,0.97753,1.4862,0.57655,0.44731,0.7538,0.56839,0.78708,0.67963,0.92627,1.0373,0.56065,0.56049,0.75375,0.70402,0.82051,0.85713,1.1227,1.2911,0.57406,0.43777,0.74431,0.5296,0.76462,0.55738,0.92688,0.7991,0.57914,0.48523,0.77522,0.66766,0.84244,0.86262,0.94226,1.2436,0.12139,0.015414,0,0,0,0,0,0,0.0038536,0,0,0,0,0.0038536,0.0019268,0.0057803,0.011561,0,0,0,0,0.011561,0,0,0,0.0019268,0,0,0.0057803,0,0,0.011561,0,0.13102,0,0,0,0,0.0077071,0,0,0,0,0.0096339,0,0,0,0,0.0019268,0,0,0,0,0,0,0,0,0,0,0.0057803,0.023121,0,0,0.0038536,0.098266,0,0,0,0,0.055877,0,0.0019268,0.038536,0,0,0.0077071,0.11368,0,0.0057803,0,bottle
